,Causality,ANOVA-F,Mutual_info,Kendall,Outlier,Bias,Variance,Distribution
S_V2,0.17805134039026527,369.0544994419691,0.021446417623608438,0.11326466702648465,0.013158747650223634,0.06761719593864765,0.004385396413912291,0.413258303329453
P_J280,6.721586681484078,421.41799679287027,0.07385706978114848,0.12060832670510624,0.01264017631425423,0.0671851371786563,0.0046662346079066755,0.25660809497054354
P_J269,-0.014189503386933922,356.3421911413783,0.019842667385508772,0.07978440171174293,0.012510533480261878,0.08036292935839275,0.03108662778137827,0.2672209341355964
P_J300,0.028901561758086558,442.0276230600636,0.01739239285283678,0.085125109358524,0.014260711739158619,0.08165910563836681,0.03201555411535969,0.0922735873662611
P_J256,-0.0014991133677249024,287.41329451259327,0.011016415902424193,0.05750271265771914,0.012834640565242757,0.08273925253834521,0.04275221430114496,0.1941629327222978
P_J289,0.019700608860443225,437.45058242646485,0.01644121674282073,0.08538229750388335,0.012899461982238932,0.07798660617844026,0.03091380427738173,0.09359892856465771
P_J415,-0.0033721571814169793,324.1062171961946,0.024335380232785253,0.05913666809749175,0.01380696182018539,0.07625837113847483,0.026614819615467702,0.3161136465164526
P_J302,-0.0014476952366990758,402.79527374810874,0.019847775840495574,0.07463922851511487,0.01335321190121216,0.0829552819183409,0.03635774465327285,0.13563763159689923
P_J306,-0.005010771236147404,317.1826617762175,0.009755068000867562,0.06509719376745243,0.014001426071173917,0.0818751350183625,0.03575286238928494,0.2503035374482733
P_J307,0.009644387993720416,408.97586578749275,0.019342043363457906,0.07486598314559985,0.013742140403189215,0.07733851803845324,0.040678332253186435,0.13723044159536557
P_J317,-0.0011813439992387764,352.7172898476427,0.016979748101416003,0.06868049220686313,0.013742140403189215,0.08317131129833658,0.03981421473320372,0.15652997359447898
P_J14,0.010701076193750936,368.42395865135285,0.029116627824751662,0.06613486046787534,0.01380696182018539,0.08554763447828904,0.033570965651328576,0.19815145210710455
P_J422,-0.01247242261965914,423.0879626288672,0.025711264283150292,0.08473392467065415,0.014455175990147144,0.08165910563836681,0.032015554115359696,0.10028970386170347
