,Causality,ANOVA-F,Mutual_info,Kendall,Outlier,Bias,Variance,Distribution
L_T1,-0.01870206848145986,497.7825548172082,0.035406121136329904,0.0958908556633278,0.011850325239904683,0.07233311869499892,0.01663447091650569,0.06085780644028649
L_T2,-0.03327686136903546,365.79017093006286,0.026982132283563054,0.07386508123923609,0.013653635602498873,0.07705516205194247,0.022215067611075338,0.0751670067814445
L_T3,0.0019259578490604667,317.04532022260344,0.047935125898963094,0.06667787802743556,0.012494364655116894,0.07426486370465765,0.008542605709379694,0.051010581648691766
L_T4,-0.010407921551042434,229.12942102900806,0.054140737508672876,0.04894828565573681,0.012623172538159335,0.07362094870143808,0.00927237604636188,0.03741424719284697
L_T5,0.006581774064290599,308.1263617346546,0.042670502723212156,0.06475590760552458,0.01346042377793521,0.06825499034127495,0.00935823138012449,0.04568636241422164
L_T6,0.03560523705984414,337.35141747575,0.047663606957629945,0.07310896858846787,0.012751980421201778,0.07254775702940545,0.005966945696501394,0.26518332139555345
L_T7,-0.008163180095902334,324.3117985630054,0.03960903536046101,0.0694119453378714,0.013331615894892767,0.07340631036703155,0.012298776561493882,0.058080595521360245
F_PU1,-0.020455575230811984,176.63806033443348,0.014407834300991684,0.044671987423981936,0.013138404070329105,0.08971882378192746,0.04234814337840739,0.2960987972455643
S_PU1,1.750868195931865,60.96502895670767,0.020138952964052326,0.24820067756103995,0.012751980421201778,0.0712599270229663,0.004056664520283323,0.4975660961747886
F_PU2,0.0008080892962531779,240.98036841796213,0.016833459809331597,0.04475776762305542,0.01346042377793521,0.08800171710667526,0.028954711311440225,0.3423004075263189
S_PU2,-0.4133767128637126,242.88311736842542,0.02031245891050637,0.08211190774223913,0.012816384362723,0.07490877870787722,0.00558059669456965,0.4022873132157694
F_PU3,-0.007159666158372574,1903.6866976295114,0.026230370979965834,0.3239117760822276,0.016036581438784052,0.06567933032839665,0.006245975531229878,0.5239236398662751
S_PU3,1.2274219245260563,1938.0741840682676,0.02868780588130515,0.324484126429551,0.017646679976814583,0.06932818201330758,0.0048078986907061595,0.5242083741438173
F_PU4,0.008290093742164821,324.8594445143508,0.017230883096767347,0.08707991918779708,0.013009596187286662,0.08177720540888603,0.02041210560206053,0.35642521835252194
S_PU4,-0.1327017989357342,313.6775589993323,0.020861781457555795,0.09053539262557275,0.013718039544020094,0.07769907705516205,0.005644988194891608,0.3565111991223058
F_PU5,7.069900220812997e-13,,0.0,,0.0,0.07340631036703155,0.0,
S_PU5,-4.2633951924386793e-13,,0.0008556424496928283,,0.0,0.07319167203262503,0.0,
F_PU6,0.056882988493789866,2077.56922237522,0.03111436405761947,0.3346786535977849,0.020480453403748308,0.0712599270229663,0.006632324533161623,0.5280056976211224
S_PU6,-1.7960937821217957,1948.3983519749186,0.03328522097398534,0.3353012225904467,0.019836413988536097,0.06331830864992488,0.00523717535951921,0.5281274036464347
F_PU7,-0.011552907281192293,151.59277718680406,0.03680502453050516,0.04723173455703772,0.011399497649256135,0.07533805537669028,0.015775917578879587,0.39321232858537347
S_PU7,0.7627983029854859,196.40628721138188,0.02008166022206659,0.08827067719921512,0.01294519224576544,0.0721184803605924,0.0060742648637046575,0.4556190164970598
F_PU8,0.006835143705419711,334.52498168501853,0.024037737996202457,0.07942016089958773,0.012880788304244219,0.08091865207125992,0.015668598411676324,0.30358405097453106
S_PU8,-0.031466775152693936,324.53090551105726,0.018294514452658284,0.09441441509352405,0.01230115283055323,0.0764112470487229,0.005795235028976175,0.3377418987903617
F_PU9,-4.973660372442623e-13,,0.0014838693182623874,,0.0,0.07254775702940545,0.0,
S_PU9,-4.2633951924386793e-13,,0.0,,0.0,0.06932818201330758,0.0,
F_PU10,-0.000620218439870257,263.5131662025202,0.02955198222524702,0.05938393761463186,0.013074000128807883,0.07769907705516205,0.01569006224511698,0.3697531033090682
S_PU10,0.03657832892515951,274.0958142566557,0.020509569824553875,0.10276629289543052,0.011528305532298576,0.0798454603992273,0.006589396866280317,0.4426217517617089
F_PU11,0.043450690695870264,1205.4810202456824,0.02222824045376348,0.29357574973649625,0.014362078959232305,0.0738355870358446,0.005258639192959862,0.5207381141239422
S_PU11,-0.23449915553280565,1193.2560231595291,0.022593639396385257,0.29380998121444657,0.014362078959232305,0.06460613865636403,0.004786434857265508,0.5206436288704683
F_V2,-0.0003198857740720623,384.8422287823183,0.03656069610374946,0.08143133859424113,0.012816384362723,0.08606997209701653,0.03466409100665379,0.18710657484238905
S_V2,0.14586785496184626,386.76348890118624,0.018173225271597815,0.11741658146547047,0.012751980421201778,0.07941618373041426,0.005473277527366388,0.40403751229662943
P_J280,6.2952239942191675,440.460115247853,0.07420266373743312,0.1232196682315541,0.013074000128807883,0.0721184803605924,0.006224511697789225,0.25848539619339045
P_J269,-0.004782633851768053,381.685721040713,0.01968481794409893,0.08324138450583422,0.012236748889032008,0.08199184374329255,0.031015239321742865,0.2606328349790847
P_J300,0.011165712719598986,458.50518263746415,0.01667516874032504,0.0883207730781666,0.013911251368583757,0.08692852543464263,0.03208843099377549,0.09157249430895426
P_J256,-0.005237781655708318,304.5235713913365,0.01128693268903902,0.06118473765283166,0.011399497649256135,0.09723116548615583,0.04339987121699936,0.19436044573828382
P_J289,0.03256253861538738,463.51295783663375,0.015267359812282333,0.08864069590742676,0.013589231660977651,0.0841382270873578,0.03084352865421764,0.09291965292384169
P_J415,-0.0036288170174074708,338.7937281047487,0.021128471084114198,0.06274952376182567,0.013653635602498873,0.08392358875295128,0.03195964799313158,0.31020641280944
P_J302,-0.004766980726849113,423.2715214730401,0.01967801371912814,0.07805164236586733,0.013202808011850324,0.09401159047005796,0.040995921871646274,0.13532169214708067
P_J306,-0.0072846063139628825,330.90556288855777,0.007977537335380314,0.06865213024399285,0.012365556772074451,0.08564069542820348,0.038549044859411886,0.24286845174091637
P_J307,0.009607076654589236,429.1732100730521,0.016801238986187128,0.0782666060775956,0.014297675017711084,0.08564069542820348,0.03902124919510625,0.13710783963152462
P_J317,0.0008011168334860486,377.045745780877,0.016707237523643892,0.07228205591245153,0.013396019836413989,0.08585533376261001,0.040995921871646274,0.15420186060509436
P_J14,0.012540939957169428,393.10827961111335,0.02625934883089509,0.06979109314995159,0.014104463193147421,0.08907490877870788,0.033590899334621165,0.1993220298862265
P_J422,-0.00878161895556312,442.1258571367305,0.02487574057392128,0.08798481406879151,0.013202808011850324,0.08091865207125992,0.0312728053230307,0.09906999376254666
